15.175, 6.2, 1
12.525, 6.2, 1
13.275, 6.05, 1
13.475, 5, 1
11.375, 4.8, 1
10.075, 5.7, 1
8.925, 6.35, 1
7.575, 5.5, 1
8.675, 3.65, 1
14.575, 3.55, 1
18.075, 3.95, 1
21.175, 4.4, 1
24.175, 4.9, 1
24.725, 5.55, 1
17.925, 5.9, 1
16.525, 6.05, 1
15.675, 4.55, 1
21.975, 2.65, 1
22.675, 2.45, 1
25.825, 2.3, 1
25.825, 2.3, 1
23.175, 4.15, 1
18.075, 8.1, 1
14.525, 7.3, 1
9.225, 6.35, 1
7.325, 3.65, 1
6.075, 1.95, 1
4.625, 2.3, 1
3.975, 4.55, 1
3.975, 5.9, 1
3.975, 6.95, 1
6.675, 8, 1
9.675, 7.2, 1
18.325, 5.7, 1
25.475, 4.8, 1
28.075, 5.1, 1
28.325, 5.45, 1
24.475, 6.4, 1
21.075, 6.35, 1
19.975, 6.35, 1
21.725, 5.5, 1
23.025, 5.35, 1
27.925, 5.35, 1
31.075, 4.65, 1
29.575, 3.65, 1
28.275, 3.2, 1
21.425, 2.95, 1
15.225, 2.85, 1
12.425, 2.4, 1
10.675, 2.05, 1
10.575, 2.3, 1
11.725, 3.2, 1
14.675, 2.7, 1
18.425, 1.85, 1
19.425, 2.75, 1
19.775, 3.4, 1
19.775, 4.55, 1
19.925, 4.8, 1
13.125, 4.9, 1
11.925, 4.7, 1
9.375, 3.85, 1
7.775, 3.65, 1
6.125, 4.25, 1
5.675, 5.1, 1
5.625, 5.65, 1
6.725, 6, 1
6.925, 6, 1
6.375, 11.35, 2
6.475, 11.85, 2
12.025, 12.2, 2
16.025, 12.2, 2
20.225, 12.75, 2
22.775, 12.5, 2
13.775, 13.5, 2
10.275, 13.6, 2
8.475, 13.55, 2
8.625, 12.3, 2
13.925, 12.3, 2
17.825, 12.8, 2
19.225, 13.2, 2
12.975, 13.55, 2
12.975, 13.55, 2
12.025, 13.75, 2
10.325, 13.75, 2
10.325, 13.75, 2
10.325, 13.75, 2
10.975, 14.1, 2
16.575, 13.85, 2
18.525, 13.5, 2
21.775, 13.5, 2
22.825, 13.5, 2
23.675, 13.85, 2
23.725, 14.85, 2
21.525, 15.4, 2
19.025, 15.4, 2
23.625, 15.65, 2
25.175, 14.65, 2
26.875, 13.35, 2
26.875, 13.35, 2
24.525, 12.8, 2
24.375, 12.8, 2
28.025, 13.55, 2
29.675, 14.35, 2
29.525, 15.45, 2
28.275, 15.9, 2
26.275, 15.8, 2
25.325, 15.8, 2
24.075, 16.25, 2
23.075, 16.45, 2
20.575, 16.25, 2
17.675, 14.65, 2
16.025, 14.6, 2
15.125, 14.7, 2
13.675, 15, 2
11.775, 15.3, 2
11.775, 15.3, 2
8.325, 15.1, 2
7.075, 13.95, 2
5.325, 13.2, 2
5.175, 13.85, 2
5.775, 15.4, 2
9.075, 16.7, 2
10.025, 16.7, 2
12.175, 15.55, 2
16.525, 15.45, 2
17.325, 15.45, 2
18.925, 16.4, 2
15.575, 16.7, 2
13.775, 16.7, 2
14.625, 15.6, 2
20.475, 14.45, 2
22.225, 14.4, 2
26.875, 14.3, 2
28.425, 14.3, 2
29.775, 13, 2
